Serial No.,TICKET MEDIO,GASTO MENSAL,SCORE SERASA
1381,2239,9952,4
1382,1804,18442,13
1383,462,16899,23
1384,2704,4105,67
1385,1816,13784,51
1386,4551,2107,47
1387,4386,12209,87
1388,3838,2516,46
1389,2569,4074,59
1390,4895,14041,72
1391,656,7774,2
1392,925,10435,8
1393,2908,16248,81
1394,4621,6906,99
1395,2819,12326,82
1396,3608,17972,23
1397,3841,1861,3
1398,1674,4973,8
1399,4098,7819,96
1400,2229,9167,0
1401,2503,9981,34
1402,3429,9020,73
1403,688,18070,11
1404,2112,4036,17
1405,1647,2273,77
1406,394,10755,9
1407,2085,3058,73
1408,3217,5579,17
1409,1790,14841,23
1410,1236,10481,0
1411,2164,4024,93
1412,4555,9498,78
1413,4895,14197,71
1414,4643,19550,98
1415,4870,14106,81
1416,1107,13929,15
1417,2614,16539,84
1418,3626,7640,14
1419,4781,9285,61
1420,1347,15401,4
1421,4002,3780,44
1422,1535,2712,51
1423,671,15713,70
1424,2482,8578,6
1425,1345,16436,26
1426,2184,17497,88
1427,377,14774,85
1428,1987,1368,12
1429,4679,17695,16
1430,1365,16542,43
1431,4926,15907,12
1432,1140,16754,89
1433,1017,2244,72
1434,985,2756,4
1435,2852,12359,32
1436,121,5923,3
1437,4669,5589,91
1438,3291,7108,25
1439,2453,10217,67
1440,4899,18353,15
1441,786,19559,21
1442,384,18397,35
1443,4911,5376,57
1444,3847,18335,54
1445,862,3507,34
1446,2528,14825,24
1447,2607,3624,71
1448,128,2253,80
1449,1006,18496,60
1450,3204,3775,17
1451,4099,9247,57
1452,3094,12943,75
1453,2606,18933,56
1454,4765,1324,96
1455,3709,14380,86
1456,3653,11541,62
1457,1553,19914,11
1458,4933,1581,10
1459,3456,12017,12
1460,615,17376,34
1461,138,5264,26
1462,3442,8766,88
1463,986,11683,66
1464,2944,17212,88
1465,2304,13377,44
1466,1198,10482,73
1467,1923,9468,80
1468,3301,15139,66
1469,3255,5174,21
1470,3193,4816,77
1471,3630,15814,90
1472,3878,10195,41
1473,2996,16314,19
1474,3553,8879,47
1475,3611,1714,17
1476,1088,12138,76
1477,4216,11213,69
1478,4126,16477,73
1479,4279,12571,92
1480,1782,3636,5
1481,4765,7118,38
1482,4063,5765,10
1483,1033,8465,24
1484,3698,10097,93
1485,3333,9208,54
1486,2080,7069,83
1487,1955,18375,57
1488,3156,5713,36
1489,892,12381,15
1490,891,4728,94
1491,1909,4909,92
1492,2355,1090,69
1493,3710,19940,92
1494,1707,19090,95
1495,1084,3208,72
1496,3776,6481,36
1497,3480,12721,52
1498,619,17631,86
1499,690,14285,15
1500,1150,7053,17
1501,3733,18381,18
1502,4544,1879,43
1503,1059,7860,1
1504,792,4270,57
1505,3999,14949,9
1506,4573,9588,75
1507,3046,2046,45
1508,626,6708,81
1509,3324,16850,18
1510,2353,9375,37
1511,3444,1795,36
1512,4065,16361,90
1513,1975,14473,77
1514,1863,18269,44
1515,620,14981,33
1516,1116,17826,1
1517,216,3780,43
1518,2533,14097,96
1519,683,17917,82
1520,494,3286,26
1521,3888,2733,47
1522,2868,2120,93
1523,4267,4035,6
1524,3960,3382,26
1525,373,17054,84
1526,2113,10245,70
1527,4533,4397,88
1528,1489,16361,17
1529,3666,3337,32
1530,4802,9099,32
1531,265,16411,95
1532,1667,7221,24
1533,828,17563,13
1534,2143,5987,37
1535,4297,15621,37
1536,3596,736,3
1537,878,12129,61
1538,313,12049,81
1539,3862,2923,9
1540,1676,13406,34
1541,2548,15488,98
1542,3036,1532,22
1543,3217,6839,88
1544,691,3440,64
1545,2820,12762,81
1546,813,12152,78
1547,1035,5442,24
1548,4437,7461,95
1549,101,8230,52
1550,2948,1133,83
1551,4144,7322,16
1552,2049,6987,56
1553,1017,15631,74
1554,3274,6238,76
1555,2341,3598,88
1556,189,8597,19
1557,1809,13636,24
1558,2269,5976,41
1559,4338,8753,44
1560,3141,18701,30
1561,205,5387,64
1562,986,19482,51
1563,527,12143,79
1564,1995,9992,91
1565,416,3153,20
1566,734,1954,29
1567,2025,18022,2
1568,2156,6307,97
1569,3244,3692,69
1570,2370,13312,42
1571,1539,16275,28
1572,652,10902,2
1573,815,13574,57
1574,4011,15745,32
1575,1813,4259,74
1576,3489,19913,44
1577,1207,16183,68
1578,4306,12960,31
1579,350,16947,81
1580,2530,15960,83
1581,2154,18229,51
1582,558,17858,63
1583,307,10314,39
1584,999,14390,91
1585,3561,2240,12
1586,3485,11718,89
1587,121,6555,79
1588,509,2454,88
1589,994,17163,73
1590,614,19275,28
1591,4209,9732,62
1592,2234,6939,83
1593,3695,1461,25
1594,3056,18101,95
1595,1660,6507,58
1596,1366,18276,48
1597,2269,2576,52
1598,3738,6696,87
1599,849,16792,30
1600,3527,10815,11
1601,4880,12285,57
1602,2027,8642,35
1603,3904,6760,9
1604,3802,16034,5
1605,2456,5341,6
1606,4890,13884,30
1607,2435,17943,90
1608,406,2422,71
1609,3765,12491,2
1610,2089,6601,46
1611,761,2973,84
1612,4744,8608,0
1613,411,15950,44
1614,3020,10543,53
1615,1182,16710,49
1616,3071,5049,78
1617,854,1094,6
1618,4230,17390,62
1619,4640,5389,14
1620,452,8712,88
1621,1002,18283,66
1622,3988,3701,29
1623,258,8354,77
1624,2077,7263,67
1625,1056,11153,35
1626,2171,5690,66
1627,503,14215,4
1628,4711,6181,24
1629,2879,4178,94
1630,1487,14602,10
1631,3553,17220,71
1632,1055,2167,89
1633,1812,17793,65
1634,4803,8704,27
1635,1373,5622,59
1636,3911,11717,9
1637,2725,16083,49
1638,2482,1473,38
1639,1541,1908,36
1640,3079,10635,62
1641,1897,19172,60
1642,4490,9238,84
1643,4109,14849,91
1644,4950,1718,37
1645,1494,18304,32
1646,4381,3877,74
1647,1369,11464,44
1648,4832,4598,43
1649,3814,19622,0
1650,629,8119,52
1651,3723,12439,46
1652,3058,18726,32
1653,3014,19700,66
1654,4989,17378,89
1655,3691,7060,14
1656,2247,6010,13
1657,4673,3944,22
1658,3469,8043,53
1659,1039,12929,7
1660,625,7753,53
1661,101,14275,35
1662,474,545,83
1663,2440,16097,51
1664,4105,2557,5
1665,3152,1163,96
1666,4748,5168,27
1667,2465,18913,49
1668,1625,6217,37
1669,4576,3196,29
1670,1746,13700,80
1671,113,16601,72
1672,4699,9331,91
1673,2378,19547,53
1674,3255,19629,70
1675,229,5504,45
1676,3914,13656,27
1677,3316,4902,16
1678,3038,11287,47
1679,4028,15162,43
1680,2140,6412,59
1681,127,894,59
1682,2213,15135,4
1683,1352,4097,68
1684,4456,11024,77
1685,2146,829,69
1686,4655,17656,6
1687,4123,2145,52
1688,4496,18671,16
1689,3474,10315,58
1690,3566,17883,8
1691,3181,2348,94
1692,3878,2061,21
1693,729,1273,44
1694,369,7811,72
1695,2739,15703,58
1696,2093,18687,79
1697,2991,9790,99
1698,3532,2550,97
1699,1380,17631,12
1700,2460,4473,82
1701,675,2115,11
1702,1407,15050,35
1703,3292,10994,9
1704,3278,6006,15
1705,2834,13554,91
1706,2312,14361,18
1707,2452,12087,5
1708,3668,14015,3
1709,1755,6354,29
1710,1679,17100,94
1711,2303,18243,45
1712,1490,4274,26
1713,1842,5427,44
1714,2025,4929,84
1715,719,5106,36
1716,1374,4978,8
1717,1056,16576,60
1718,2039,18780,34
1719,4053,7866,46
1720,2481,4927,20
1721,1068,13976,16
1722,1416,5861,54
1723,1143,1141,87
1724,381,10585,94
1725,2944,4550,5
1726,1158,5053,34
1727,4393,19188,49
1728,2632,3843,36
1729,3928,2556,12
1730,1108,19692,24
1731,1329,9916,95
1732,1135,7726,0
1733,4685,1386,48
1734,375,9084,34
1735,2840,19330,82
1736,2389,12030,52
1737,1339,4091,51
1738,225,19065,53
1739,4165,17238,75
1740,4412,3131,46
1741,3968,18405,42
1742,1308,19556,19
1743,3349,11870,32
1744,1018,19221,92
1745,4023,17512,15
1746,4503,3179,77
1747,2069,4922,6
1748,2893,7963,69
1749,991,10113,20
1750,4570,18010,35
1751,2133,2280,85
1752,1464,9924,53
1753,228,7071,18
1754,1114,1325,24
1755,1899,11655,66
1756,4712,2895,99
1757,1618,4645,52
1758,4281,16279,97
1759,1298,5992,74
1760,3973,7611,47
1761,2574,13587,41
1762,3585,10484,46
1763,4149,7292,90
1764,3819,8211,41
1765,402,2065,1
1766,4052,4167,5
1767,4783,6959,45
1768,1086,4596,65
1769,1963,1519,80
1770,4540,9976,39
1771,3172,8754,57
1772,3224,12084,77
1773,1427,6465,73
1774,2508,11964,32
1775,3773,19153,61
1776,3391,12939,11
1777,4133,5221,95
1778,803,8908,48
1779,674,695,87
1780,3332,3773,77
1781,4883,15830,4
1782,2732,11386,50
1783,3928,3712,68
1784,3330,3255,31
1785,588,18405,48
1786,1447,1580,96
1787,3781,16001,59
1788,3273,17605,45
1789,4689,14547,67
1790,1767,18446,93
1791,1737,1139,40
1792,4214,13002,80
1793,3653,5690,66
1794,1100,4236,12
1795,950,16973,99
1796,1488,1751,17
1797,3812,9794,86
1798,1467,17232,98
1799,921,4552,96
1800,554,19825,50
1801,1724,771,35
1802,2872,18914,80
1803,3826,12198,33
1804,3247,16389,11
1805,4189,10157,4
1806,4906,9887,47
1807,2290,16876,90
1808,1016,11779,39
1809,4086,12515,12
1810,2975,7541,25
1811,1540,18010,13
1812,4500,9208,95
1813,835,11357,10
1814,3668,9993,37
1815,3438,8552,79
1816,3115,17495,56
1817,2989,17633,21
1818,1061,14080,15
1819,3089,18740,76
1820,3948,18410,75
1821,1126,10716,81
1822,3965,6729,28
1823,2963,13843,81
1824,2601,2598,1
1825,2047,15938,53
1826,1277,8365,1
1827,4860,17057,2
1828,111,12711,92
1829,4499,1000,55
1830,3464,4146,71
1831,3122,19247,10
1832,3471,10548,75
1833,2930,11844,31
1834,142,18780,3
1835,1043,10410,8
1836,2490,2278,87
1837,2645,13484,55
1838,2511,19941,15
1839,1104,5690,80
1840,120,15804,85
1841,506,7497,70
1842,1114,12520,9
1843,4531,5247,92
1844,1938,9786,35
1845,3288,545,23
1846,814,8258,63
1847,4246,955,55
1848,3954,10354,77
1849,4519,19808,77
1850,4984,17849,88
1851,240,2028,21
1852,4665,3476,51
1853,4982,19955,49
1854,1063,13788,46
1855,472,6887,22
1856,3735,3021,95
1857,2641,7025,89
1858,3710,1626,90
1859,1792,13848,75
1860,205,8216,82
1861,1781,16602,18
1862,4197,3904,51
1863,4116,4992,33
1864,2736,2843,95
1865,2237,606,28
1866,3516,15695,60
1867,4545,13741,84
1868,3630,13075,34
1869,1386,5301,4
1870,3279,6080,75
1871,3754,17098,6
1872,2459,5900,40
1873,544,7375,1
1874,135,9156,88
1875,1575,6747,9
1876,4057,6677,43
1877,1898,7769,69
1878,1945,15474,90
1879,1508,14537,34
1880,1808,19256,61
1881,3038,16667,73
1882,1400,10880,72
1883,1343,7117,19
1884,4076,803,34
1885,3197,13183,36
1886,4716,17217,71
1887,109,11525,53
1888,2525,19215,94
1889,1760,5061,79
1890,2731,579,27
1891,4915,4263,69
1892,1172,10669,31
1893,3325,17616,91
1894,1416,4476,10
1895,4245,18268,41
1896,3783,2624,22
1897,3373,7152,29
1898,245,5783,8
1899,3140,7676,91
1900,1562,19176,87
1901,4776,12909,58
1902,1684,12819,27
1903,582,1497,87
1904,3279,11501,78
1905,1349,5164,32
1906,4868,19241,46
1907,730,18563,97
1908,761,13617,21
1909,3603,11731,28
1910,2952,7940,33
1911,2566,11718,41
1912,1087,16108,51
1913,1646,19629,46
1914,749,4590,73
1915,1068,7971,50
1916,2737,4243,44
1917,1200,10696,93
1918,540,7508,74
1919,869,3824,33
1920,1443,9132,20
1921,4458,726,12
1922,3829,15363,53
1923,4006,16527,24
1924,1677,19285,20
1925,4108,5218,0
1926,3451,17908,57
1927,4895,6172,68
1928,2449,15762,85
1929,3702,17754,70
1930,1341,3699,12
1931,1225,18629,51
1932,2701,5770,22
1933,1290,13250,20
1934,4231,8397,5
1935,4939,9164,19
1936,4548,15392,75
1937,172,8771,39
1938,2014,5658,8
1939,2572,13344,49
1940,3146,1089,27
1941,807,10052,10
1942,1904,16767,95
1943,3813,18768,74
1944,2664,16659,87
1945,2575,14763,55
1946,3710,5899,78
1947,4355,9003,34
1948,2923,1576,80
1949,1835,7735,24
1950,1685,16917,98
1951,166,2341,18
1952,3161,4981,30
1953,2528,1634,80
1954,4253,13639,49
1955,441,8271,86
1956,2874,9067,62
1957,2917,9415,46
1958,2761,14398,0
1959,1332,2413,57
1960,3974,4797,9
1961,2501,2442,7
1962,1594,18215,25
1963,4311,837,33
1964,761,14756,18
1965,3983,10557,77
1966,3719,9483,71
1967,1968,16783,0
1968,2434,4200,47
1969,3474,12645,24
1970,1116,6618,23
1971,4506,3173,46
1972,307,2622,83
1973,2765,12477,93
1974,2593,8750,68
1975,732,18946,66
1976,2202,18138,31
1977,3059,4188,16
1978,3183,4248,60
1979,4852,6842,68
1980,2031,16775,10
1981,3819,14165,37
1982,2662,4630,67
1983,1779,3529,18
1984,336,19730,86
1985,4543,13682,16
1986,4825,4535,12
1987,1640,15627,90
1988,4043,3399,0
1989,463,10138,1
1990,2468,13722,81
1991,385,17796,99
1992,248,4742,96
1993,4137,18595,99
1994,4651,1939,65
1995,1866,6113,67
1996,4995,5875,15
1997,1112,9377,3
1998,2931,2966,56
1999,2607,8324,72
2000,1623,12829,84
2001,2885,12130,22
2002,2656,17849,1
2003,3825,14703,66
2004,4676,7428,86
2005,1701,9611,25
2006,2508,8620,6
2007,440,11564,99
2008,2917,18392,43
2009,2596,9904,32
2010,1825,1371,63
2011,1789,13082,35
2012,3367,1363,3
2013,4506,15383,22
2014,361,12645,24
2015,1542,3555,89
2016,505,12686,91
2017,2290,3182,91
2018,4537,13382,84
2019,343,5778,73
2020,4685,14305,26
2021,4207,17497,50
2022,660,2372,78
2023,4237,11846,80
2024,2825,8223,98
2025,693,14371,68
2026,1926,16446,79
2027,3329,7689,22
2028,3387,13252,8
2029,4173,12065,32
2030,233,7442,34
2031,3238,15230,49
2032,4019,11883,23
2033,172,744,87
2034,4594,520,23
2035,4325,14417,18
2036,3078,14221,38
2037,4461,6267,60
2038,2085,10747,24
2039,892,4015,94
2040,4359,2410,24
2041,194,11250,26
2042,1233,8576,31
2043,337,18506,10
2044,3046,15551,68
2045,2630,4814,32
2046,2060,2953,18
2047,1148,2515,15
2048,2629,10736,98
2049,3064,3300,10
2050,1063,9523,74
2051,636,12384,73
2052,4323,16852,97
2053,3779,13382,68
2054,4287,10846,86
2055,3824,14535,54
2056,642,16608,24
2057,945,3353,92
2058,3703,19120,76
2059,3136,4676,95
2060,2594,2655,33
2061,4585,7329,11
2062,2819,2386,87
2063,1984,6971,20
2064,4238,13089,28
2065,4449,8891,50
2066,3301,19824,22
2067,2810,13850,32
2068,2053,8399,7
2069,4837,806,41
2070,3950,3575,76
2071,789,18540,68
2072,2050,7744,40
2073,556,7111,73
2074,2230,19576,62
2075,4076,14634,13
2076,4344,18648,87
2077,1279,775,61
2078,4385,5771,74
2079,3665,7831,45
2080,982,12053,66
2081,499,12073,92
2082,708,10572,52
2083,1738,16517,51
2084,2248,18728,93
2085,1482,16955,6
2086,1503,7886,80
2087,919,7362,83
2088,3392,7840,53
2089,919,9987,10
2090,519,15561,24
2091,4319,8135,58
2092,4617,15104,87
2093,3402,17927,65
2094,1608,3542,26
2095,867,17698,82
2096,2144,10886,57
2097,2239,12192,92
2098,3129,15725,10
2099,1649,17193,54
2100,1864,7161,18
2101,2745,10753,91
2102,3816,18761,38
2103,4705,19370,84
2104,4581,12437,89
2105,2393,1294,85
2106,4937,15098,69
2107,2808,7286,10
2108,1000,4514,13
2109,3184,7892,59
2110,2109,13045,35
2111,341,5853,40
2112,2485,3907,1
2113,4368,17858,56
2114,771,16553,59
2115,263,13689,19
2116,564,11713,21
2117,3142,7748,3
2118,4692,4869,55
2119,4895,8550,92
2120,2542,17348,57
2121,4898,5915,87
2122,2455,15898,64
2123,4378,8615,87
2124,4824,787,57
2125,2657,3695,29
2126,645,18876,75
2127,4819,7950,18
2128,3935,3425,61
2129,693,15015,67
2130,4939,18004,78
2131,3904,5810,83
2132,1559,17330,43
2133,3593,12260,83
2134,2701,15396,60
2135,2544,19780,20
2136,2772,17605,9
2137,4300,19047,29
2138,116,11274,23
2139,3291,15957,47
2140,492,10043,54
2141,524,4480,51
2142,671,12076,37
2143,3731,18609,66
2144,1220,3913,92
2145,341,994,7
2146,3997,1447,28
2147,4195,522,9
2148,2379,1628,68
2149,888,14486,74
2150,814,16661,67
2151,4954,16660,48
2152,2949,17441,57
2153,875,10308,34
2154,4126,7498,49
2155,2347,7682,39
2156,178,18540,11
2157,4026,9498,84
2158,955,3812,15
2159,2248,13829,77
2160,1131,16302,84
2161,3371,11667,47
2162,3676,2824,90
2163,4282,10139,99
2164,3556,13838,0
2165,3606,11253,64
2166,507,6484,21
2167,2811,19395,14
2168,3188,15642,83
2169,1768,11563,66
2170,247,862,13
2171,4427,3954,72
2172,3997,19682,18
2173,2050,3755,39
2174,465,18101,97
2175,1774,18369,3
2176,4631,5849,32
2177,4594,7695,42
2178,2646,10547,36
2179,662,8250,65
2180,3662,9899,26
2181,2589,14186,44
2182,872,8535,80
2183,2137,2007,49
2184,3523,17887,94
2185,2667,15276,62
2186,1673,17809,5
2187,3794,7083,94
2188,3391,4427,66
2189,1346,17869,66
2190,3819,16297,96
2191,3939,4731,58
2192,459,5802,12
2193,2476,5791,20
2194,3109,1408,63
2195,3093,15623,36
2196,1062,13377,79
2197,3732,14739,84
2198,1927,3086,47
2199,1713,9835,55
2200,1740,16140,43
2201,2316,18215,12
2202,4412,11034,3
2203,477,2306,94
2204,4314,10792,72
2205,4385,17689,32
2206,469,11467,36
2207,2296,16955,52
2208,3847,527,23
2209,751,9160,88
2210,869,7555,50
2211,2521,10116,40
2212,880,10940,28
2213,1816,4332,58
2214,4083,16470,39
2215,1411,13607,50
2216,3459,14277,49
2217,622,16454,35
2218,621,17443,78
2219,4978,8457,59
2220,2420,13166,17
2221,1035,10610,19
2222,2330,7844,4
2223,4140,16962,17
2224,4683,14196,39
2225,3797,1531,0
2226,2937,18956,18
2227,4183,15590,86
2228,2561,16316,25
2229,3343,18368,28
2230,3459,10937,58
2231,785,15953,62
2232,2260,14758,97
2233,4088,2050,82
2234,4166,13477,61
2235,1667,5182,47
2236,138,14939,61
2237,2644,18713,17
2238,4975,4251,65
2239,1356,13414,26
2240,3090,10723,5
2241,2296,15898,69
2242,3568,7101,58
2243,2808,4356,5
2244,401,13161,30
2245,746,16091,93
2246,4858,6682,55
2247,1859,8470,53
2248,4451,15654,84
2249,697,2594,40
2250,761,12595,17
2251,4430,19916,86
2252,1468,14172,22
2253,2681,18432,91
2254,3968,14728,35
2255,3637,9059,24
2256,4965,564,6
2257,4408,3799,81
2258,4658,5349,19
2259,382,6139,4
2260,3778,18919,17
2261,1586,11555,32
2262,4182,19112,78
2263,4283,17480,34
2264,560,11366,64
2265,2425,4389,62
2266,3854,15958,84
2267,2568,18279,71
2268,1824,952,70
2269,1476,11495,40
2270,2843,3131,49
2271,614,2686,29
2272,802,6467,37
2273,1753,4848,34
2274,2166,1959,65
2275,122,2442,45
2276,2560,15396,7
2277,1404,14907,67
2278,3400,16122,36
2279,461,15057,84
2280,3827,16945,12
2281,1384,18378,72
2282,614,18064,44
2283,548,13593,28
2284,1955,3288,40
2285,3662,10900,55
2286,2620,16989,87
2287,3181,4425,15
2288,1528,18792,11
2289,4067,18933,65
2290,1022,15068,61
2291,3237,13156,18
2292,2259,9966,29
2293,2647,4404,15
2294,3079,15967,87
2295,2381,10919,12
2296,2749,17176,68
2297,413,10914,22
2298,2713,12665,61
2299,3183,11183,30
2300,2356,15942,52
2301,1137,5360,16
2302,3589,4229,48
2303,2734,14900,48
2304,4083,9119,66
2305,1878,11664,25
2306,3995,6610,12
2307,1224,7455,37
2308,797,606,21
2309,2279,5254,84
2310,1504,12025,28
2311,1143,6908,44
2312,2029,8135,45
2313,1113,1725,38
2314,326,12696,68
2315,1928,4750,77
2316,2123,15872,81
2317,2552,17779,67
2318,2185,12597,96
2319,4383,18504,38
2320,1180,12555,19
2321,2420,5919,76
2322,3290,18269,99
2323,2730,16213,67
2324,2663,12284,34
2325,3392,2933,7
2326,4721,11498,51
2327,3686,12075,39
2328,4531,1801,35
2329,3047,7358,5
2330,4059,9450,85
2331,2913,9438,69
2332,2683,6144,99
2333,261,11578,72
2334,693,9760,15
2335,3359,15190,45
2336,4255,3807,58
2337,3062,16988,37
2338,3988,895,96
2339,3490,11345,17
2340,4601,3791,11
2341,763,18894,53
2342,1232,13638,90
2343,641,5037,46
2344,3074,10360,0
2345,967,17935,14
2346,2166,19725,90
2347,531,7118,79
2348,4935,5223,20
2349,4378,15337,0
2350,1306,9039,92
2351,2628,1763,66
2352,1269,13805,11
2353,930,11434,27
2354,1751,10765,38
2355,1236,16839,36
2356,2910,1851,94
2357,575,7690,59
2358,2910,19530,30
2359,1426,17150,57
2360,1119,11385,96
2361,1936,7934,96
2362,4356,1522,10
2363,2548,2537,28
2364,4393,9256,88
2365,1383,14058,12
2366,759,17943,50
2367,2110,1924,53
2368,498,4623,18
2369,1833,17103,57
2370,2225,905,35
2371,2271,10329,27
2372,174,19202,67
2373,4797,10451,2
2374,3571,9483,88
2375,936,18193,40
2376,599,12525,34
2377,237,5429,92
2378,2197,10022,92
2379,3796,13138,75
2380,1985,9202,98
2381,2857,11264,83
2382,4020,12621,80
2383,2000,14719,75
2384,2710,2117,49
2385,4086,10748,99
2386,1549,18404,73
2387,646,2083,81
2388,4776,7204,29
2389,2103,8488,71
2390,2196,18459,76
2391,803,10453,94
2392,2503,3113,69
2393,1725,4392,53
2394,3431,12836,70
2395,4833,7233,84
2396,3078,4931,50
2397,4836,18265,27
2398,2939,4015,63
2399,3484,4954,84
2400,2759,8269,20
2401,1961,8884,87
2402,2956,14227,26
2403,785,4034,26
2404,4383,1255,76
2405,1719,19409,49
2406,4743,17711,28
2407,1531,19217,38
2408,975,8802,56
2409,4813,13407,91
2410,2561,9484,36
2411,1465,14885,92
2412,1343,7681,63
2413,262,13945,47
2414,2074,13375,21
2415,3391,3914,99
2416,369,15505,29
2417,731,10001,27
2418,1005,14745,22
2419,3571,6957,96
2420,3353,7249,3
2421,2114,796,2
2422,1741,10321,60
2423,304,17452,95
2424,681,5783,3
2425,940,13619,64
2426,1819,8164,11
2427,2743,8011,12
2428,2397,5965,33
2429,974,13057,58
2430,789,4882,92
2431,4100,16949,72
2432,3241,17763,30
2433,1522,9908,70
2434,771,14190,12
2435,1271,5569,53
2436,3826,12172,1
2437,1043,17391,32
2438,1549,8204,49
2439,3837,18009,6
2440,2639,17769,17
2441,4059,19725,50
2442,4360,8475,7
2443,2461,12569,54
2444,3752,7065,75
2445,3770,5370,42
2446,1853,19409,58
2447,2452,9617,29
2448,2038,2438,58
2449,470,12054,8
2450,4579,3732,91
2451,2031,3965,67
2452,524,940,38
2453,4824,17345,80
2454,994,5913,10
2455,697,12163,1
2456,3162,6255,22
2457,2436,5512,62
2458,4788,16626,21
2459,1787,7252,60
2460,672,505,25
2461,2190,5276,11
2462,3769,7538,31
2463,4372,6914,8
2464,4724,4470,68
2465,1733,11550,89
2466,1617,3106,70
2467,4393,16982,92
2468,2757,1025,32
2469,3748,6837,23
2470,3688,1680,88
2471,1637,13557,94
2472,3237,6422,92
2473,197,3571,68
2474,3315,3292,37
2475,4630,14344,10
2476,4832,514,31
2477,3850,19299,63
2478,3257,3185,71
2479,4783,16712,19
2480,443,9928,33
2481,4766,8659,41
2482,710,4600,7
2483,1827,6874,65
2484,2390,6504,20
2485,1954,6021,78
2486,2708,11912,69
2487,2179,12255,4
2488,2424,19517,66
2489,4727,4390,42
2490,1277,17675,15
2491,1191,9691,98
2492,2891,651,72
2493,1849,19947,34
2494,2775,14361,82
2495,881,18975,42
2496,3148,15532,97
2497,2205,5099,38
2498,3967,12774,9
2499,4642,12718,73
2500,2213,3477,19
2501,4070,17726,0
2502,2091,4293,5
2503,1167,2159,52
2504,1677,5662,45
2505,1111,11205,65
2506,2374,16540,37
2507,4969,4770,32
2508,1914,13786,66
2509,2526,4103,99
2510,4502,14272,76
2511,4974,18100,34
2512,2651,2791,78
2513,3757,13623,44
2514,107,4311,21
2515,2655,13847,67
2516,575,14351,16
2517,2311,16013,4
2518,584,5642,84
2519,4754,12694,56
2520,2385,8026,87
2521,4663,19862,94
2522,3625,14013,39
2523,3439,12584,29
2524,2922,13849,41
2525,3024,15568,6
2526,358,5095,70
2527,382,15902,90
2528,1998,10455,87
2529,4235,19054,18
