TICKET MEDIO,GASTO MENSAL,SCORE SERASA,cluster
4572,8368,12,g3
607,9758,19,g2
1536,1444,16,g3
2675,18781,50,g1
3526,5650,90,g3
658,18581,54,g2
3202,11506,32,g1
4616,11180,20,g1
3722,15704,80,g1
4499,2165,21,g3
4157,13311,24,g1
3815,9451,66,g3
1401,10849,90,g2
2255,10043,90,g2
792,9960,11,g2
4450,2285,14,g3
1578,6448,83,g2
356,14998,85,g2
2530,19491,1,g1
541,3130,3,g2
1981,8160,44,g2
2746,738,12,g3
3920,14391,54,g1
4777,9838,31,g1
1835,10249,21,g2
3835,10849,88,g1
2745,14082,90,g1
118,12143,54,g2
1224,12745,16,g2
4085,8399,69,g3
2754,7645,50,g3
2180,6361,79,g3
1647,13551,7,g2
961,17132,60,g2
254,12821,96,g2
3594,4823,9,g3
1004,3360,97,g2
1369,17607,18,g2
504,15419,13,g2
943,1069,66,g2
1882,8911,54,g2
1664,10086,60,g2
1284,19718,55,g2
846,2622,62,g2
1825,14909,86,g2
3288,3589,10,g3
370,14742,46,g2
4965,7710,5,g3
4056,16933,33,g1
271,1014,64,g2
373,11483,98,g2
2406,11470,88,g2
1258,11310,63,g2
1806,10529,92,g2
1871,5171,86,g3
521,18049,81,g2
1309,10941,77,g2
4775,914,80,g3
990,15593,65,g2
4917,17988,30,g1
3367,2916,82,g3
1573,6111,95,g2
3343,15731,61,g1
4578,8895,53,g3
2281,8760,91,g2
1549,13148,7,g2
3196,13842,41,g1
3356,14710,40,g1
3256,7333,58,g3
1690,5252,39,g2
4339,12478,21,g1
4081,9227,23,g3
1535,5523,37,g2
323,1482,1,g2
319,14805,40,g2
4374,16646,18,g1
1754,18229,1,g1
4628,11701,91,g1
364,17410,95,g2
1053,17814,61,g2
4624,19166,82,g1
3833,18830,15,g1
2874,15865,93,g1
3224,11233,21,g1
579,10608,13,g2
3614,3860,55,g3
1453,10285,64,g2
3422,8612,44,g3
3978,16516,53,g1
989,19809,65,g2
3954,4125,85,g3
1024,5969,45,g2
2270,1723,32,g3
2002,7610,78,g2
4973,9657,49,g3
2495,13751,21,g1
128,5492,39,g2
134,14146,38,g2
3689,12370,40,g1
2770,5287,74,g3
3465,19256,67,g1
688,11640,6,g2
3318,3799,84,g3
3238,9860,70,g3
1003,6951,3,g2
4186,13441,75,g1
2269,16493,90,g1
439,15120,58,g2
4370,19291,80,g1
1814,13584,83,g2
4792,5527,94,g3
4646,4760,25,g3
656,5328,30,g2
3187,9272,98,g3
3366,9512,72,g3
3667,8815,68,g3
2156,14759,51,g1
3999,13131,71,g1
1116,18758,20,g2
2162,3623,15,g3
938,4724,50,g2
1737,11477,15,g2
4421,15108,17,g1
3596,1710,46,g3
1913,9718,55,g2
3579,12953,27,g1
1551,5929,81,g2
2413,15710,77,g1
1614,9189,55,g2
1331,13221,36,g2
1745,10385,15,g2
3099,8682,84,g3
3540,9416,64,g3
4156,875,59,g3
405,18570,60,g2
3636,5512,10,g3
1823,17140,74,g2
1789,550,65,g3
1617,7090,31,g2
4017,7937,18,g3
519,15662,55,g2
3036,17478,4,g1
3962,13605,2,g1
4329,5231,27,g3
1550,4373,89,g2
3196,12128,86,g1
3361,9764,93,g3
1264,6248,71,g2
1969,1976,99,g3
1919,8532,28,g2
2805,3520,76,g3
3615,13184,58,g1
1442,11422,24,g2
2326,15886,21,g1
1179,8566,96,g2
4306,12589,70,g1
4663,13908,22,g1
2879,8667,69,g3
2628,13316,78,g1
913,2733,78,g2
2131,8617,39,g2
422,15050,97,g2
3069,6859,13,g3
1003,14864,28,g2
1641,4697,15,g2
3603,10793,92,g1
2753,9832,86,g3
2576,1115,9,g3
3440,13344,46,g1
4343,12901,3,g1
1241,18450,11,g2
949,9668,41,g2
466,10008,97,g2
2997,16054,3,g1
1189,2839,83,g2
4141,16746,91,g1
2138,8609,91,g2
2960,10788,5,g1
4370,13817,13,g1
1954,17262,34,g1
4783,3965,46,g3
594,19155,57,g2
3282,17891,64,g1
1884,7300,18,g2
3610,16993,56,g1
3886,3271,64,g3
4230,4383,12,g3
1098,3100,7,g2
4569,6018,17,g3
1551,17889,34,g2
1851,17189,86,g2
2380,16423,25,g1
4900,6201,37,g3
4758,1458,83,g3
3034,8095,65,g3
3834,4038,25,g3
3446,18514,56,g1
1973,10483,99,g2
4634,3103,24,g3
3903,13967,29,g1
2079,705,81,g3
798,12942,6,g2
1412,6191,26,g2
3062,6641,10,g3
3038,7228,7,g3
4887,6530,10,g3
2400,17062,87,g1
3297,13883,29,g1
226,16996,93,g2
1291,9448,14,g2
2739,9588,55,g3
4489,14714,34,g1
4016,9477,38,g3
1466,2303,23,g3
1119,15889,7,g2
4179,19182,42,g1
4614,12770,41,g1
4639,2042,83,g3
784,7759,40,g2
3729,12900,46,g1
2987,13046,25,g1
1562,2654,51,g3
4186,9266,87,g3
2361,16249,21,g1
4280,11730,4,g1
2941,18265,14,g1
1867,6402,35,g2
4280,1722,62,g3
3660,2001,92,g3
2212,9550,78,g2
4858,16708,90,g1
726,4074,48,g2
4259,4229,54,g3
3514,11657,71,g1
1475,7976,59,g2
1281,18445,56,g2
590,15462,28,g2
3829,3022,18,g3
3634,2891,94,g3
3396,19559,72,g1
2040,19067,9,g1
4508,12574,9,g1
1982,12296,96,g2
3087,2578,88,g3
3259,12769,56,g1
4875,14862,53,g1
4630,18004,55,g1
781,13460,67,g2
1173,11215,68,g2
2487,3870,86,g3
2494,2408,54,g3
2793,4807,68,g3
1470,11797,71,g2
4844,17381,80,g1
4440,4087,0,g3
2256,12885,11,g2
2680,2913,34,g3
4491,11452,77,g1
2259,3957,81,g3
3348,8964,73,g3
3831,1650,78,g3
3929,15037,32,g1
1727,7954,82,g2
3572,15285,97,g1
127,12081,24,g2
2085,518,15,g3
4253,10308,7,g1
1621,16868,34,g2
396,6077,84,g2
2281,4581,82,g3
3502,6954,45,g3
2396,9433,10,g2
2697,3171,60,g3
1001,11471,43,g2
1198,15470,10,g2
1777,6887,10,g2
2981,7333,21,g3
4966,19508,84,g1
1478,1014,90,g3
1348,706,81,g3
3835,1447,61,g3
4341,11133,47,g1
1364,15880,93,g2
2007,18712,62,g1
1158,7361,50,g2
2849,6594,44,g3
2148,6845,32,g3
4348,19051,84,g1
2576,14460,59,g1
4116,7032,1,g3
4703,6443,12,g3
3297,15069,65,g1
4686,10348,56,g1
3653,9293,42,g3
4540,5939,44,g3
1861,1703,30,g3
320,10083,9,g2
4918,14911,22,g1
4723,13617,85,g1
2988,7886,28,g3
1764,3631,96,g3
4086,19550,30,g1
4676,17433,77,g1
3077,18128,73,g1
1971,12578,17,g2
1562,6705,10,g2
444,14369,46,g2
144,1158,2,g2
2168,14882,1,g1
1614,12622,53,g2
2698,11559,71,g1
1101,13835,30,g2
1133,18575,7,g2
2140,10917,42,g2
373,11758,47,g2
2747,10639,1,g1
1879,10057,21,g2
4576,8235,4,g3
578,17851,6,g2
615,18288,19,g2
4386,10447,91,g1
1291,16044,76,g2
2768,15295,1,g1
1511,19852,31,g2
3380,2079,89,g3
371,11487,2,g2
242,6492,40,g2
3432,550,41,g3
887,6952,76,g2
1781,5653,84,g2
722,15840,44,g2
3941,14400,86,g1
3776,15470,70,g1
2672,3287,16,g3
3360,13881,91,g1
4812,16089,46,g1
166,16339,93,g2
4386,2655,68,g3
4716,7519,23,g3
1240,8107,70,g2
2414,11428,33,g2
2632,16157,49,g1
3680,9098,41,g3
1287,12071,32,g2
4571,16706,26,g1
4848,12387,77,g1
3439,15528,58,g1
648,16475,18,g2
4187,14339,75,g1
172,14419,2,g2
298,5912,70,g2
3301,4999,98,g3
1881,5409,24,g3
671,15978,14,g2
890,11594,82,g2
1738,19873,59,g1
1931,8154,82,g2
1955,16482,22,g1
1274,19108,10,g2
3840,3420,58,g3
3377,6115,84,g3
278,4815,33,g2
2344,12960,6,g1
4186,3283,43,g3
834,10105,90,g2
898,13289,63,g2
887,12340,22,g2
2895,19692,57,g1
4404,3831,19,g3
4688,19062,26,g1
3184,17681,59,g1
3018,3346,7,g3
831,1429,66,g2
1229,5318,1,g2
3546,19975,21,g1
1705,2762,69,g3
3878,13275,35,g1
2845,8049,23,g3
3270,9909,11,g3
4789,10156,80,g1
3033,4674,21,g3
1315,5270,82,g2
424,6333,72,g2
1950,19177,75,g1
1590,2545,95,g3
993,1537,94,g2
1490,6742,80,g2
3489,10151,22,g1
4339,12821,73,g1
4579,6662,62,g3
2363,4573,29,g3
3532,18167,18,g1
2471,16535,25,g1
3186,7232,89,g3
4412,3987,10,g3
1615,2684,19,g3
3017,14390,55,g1
2452,9917,44,g2
1267,5995,67,g2
210,19181,46,g2
4427,15281,75,g1
3755,7597,88,g3
3893,8969,57,g3
1855,12899,9,g2
1677,16702,21,g2
1396,11485,70,g2
3874,7331,23,g3
2320,17275,65,g1
1072,1468,95,g2
1130,10882,84,g2
2693,5651,60,g3
4092,11318,6,g1
4713,11292,71,g1
1013,6625,37,g2
2281,4870,20,g3
3297,5338,7,g3
1562,16675,88,g2
2478,3634,27,g3
3554,13191,91,g1
3653,10931,53,g1
1407,12056,30,g2
1289,1554,99,g3
787,3169,88,g2
4761,17159,40,g1
1307,16581,36,g2
1994,13438,37,g2
1911,6217,50,g2
3283,12782,75,g1
3897,15391,36,g1
1744,9797,30,g2
4068,14701,61,g1
2816,16789,17,g1
290,13373,89,g2
1435,17012,5,g2
4903,13948,8,g1
3206,15698,10,g1
478,8122,94,g2
4582,8580,1,g3
3929,2902,28,g3
715,18531,50,g2
2430,4056,68,g3
1854,2693,22,g3
563,10739,99,g2
1066,19988,6,g2
4367,19018,55,g1
3258,9083,76,g3
3724,19163,61,g1
789,13375,73,g2
2722,11186,99,g1
2312,18036,79,g1
482,1794,14,g2
2356,15948,52,g1
3910,10867,42,g1
3603,13837,82,g1
1512,7154,84,g2
1683,19822,34,g1
471,19510,78,g2
710,17833,13,g2
215,13193,92,g2
546,9741,68,g2
1491,4575,48,g2
3424,13151,17,g1
1440,9775,50,g2
4610,13338,0,g1
3039,2158,26,g3
3799,7432,63,g3
1173,14748,59,g2
4913,7459,90,g3
3669,18701,88,g1
3250,8882,40,g3
1705,17344,20,g2
4757,15499,13,g1
2394,6876,19,g3
3762,19405,91,g1
4582,3976,84,g3
4897,19589,86,g1
1083,4866,10,g2
451,16706,65,g2
1824,12958,83,g2
2051,527,23,g3
1379,11664,88,g2
2007,7048,36,g2
4948,3524,85,g3
1124,1764,23,g2
645,9547,14,g2
4274,12717,11,g1
2481,7087,94,g3
988,7077,63,g2
1205,18135,30,g2
2649,13296,52,g1
2090,4370,93,g3
4098,1826,83,g3
3875,9717,71,g3
2912,17245,43,g1
1020,18102,29,g2
4745,1105,34,g3
2161,18554,20,g1
4587,13503,62,g1
3739,10989,91,g1
3265,18161,16,g1
4535,17282,11,g1
2744,13987,17,g1
4952,19056,91,g1
1145,19694,59,g2
3656,15233,66,g1
2781,6774,14,g3
3299,11344,15,g1
1038,19823,21,g2
541,13689,94,g2
2650,17828,62,g1
4325,11471,30,g1
696,6465,0,g2
1605,13121,74,g2
961,6848,5,g2
2740,18080,86,g1
3831,18096,8,g1
1651,1323,51,g3
3336,7584,79,g3
1836,12955,61,g2
1549,11107,57,g2
364,17419,18,g2
2759,14736,12,g1
2821,19894,31,g1
1562,16736,99,g2
4352,11319,8,g1
1545,12469,48,g2
2398,17833,36,g1
3025,12200,30,g1
1732,1043,30,g3
2474,4400,58,g3
612,12445,54,g2
315,4724,18,g2
3431,14258,62,g1
2272,15449,1,g1
3253,3366,44,g3
1806,19130,95,g1
2206,18720,42,g1
1667,8768,97,g2
2308,13313,0,g1
2431,17232,84,g1
2253,5101,60,g3
1228,13430,2,g2
3610,4833,90,g3
4423,5899,43,g3
3753,18339,6,g1
2465,19069,32,g1
4997,7936,8,g3
3021,15447,29,g1
4667,14461,17,g1
1179,8586,55,g2
3611,4182,89,g3
2841,18730,83,g1
3120,2354,30,g3
328,3485,71,g2
270,11317,62,g2
394,19778,86,g2
4384,7996,49,g3
525,1058,88,g2
1018,19780,0,g2
3353,1754,81,g3
598,16167,18,g2
2909,18565,63,g1
925,16578,52,g2
3879,10506,5,g1
1958,6783,16,g2
2218,9354,45,g2
245,12808,71,g2
4665,3825,72,g3
3677,18125,54,g1
292,3643,90,g2
3988,3537,99,g3
151,12917,5,g2
2510,18665,69,g1
1920,5175,67,g3
3064,18361,85,g1
2621,7648,39,g3
1969,8051,90,g2
2668,16990,65,g1
1967,3168,8,g3
2838,18048,10,g1
3369,15412,19,g1
3299,18041,42,g1
2679,2746,57,g3
4105,7153,77,g3
340,11633,25,g2
3540,8149,37,g3
4731,17395,93,g1
1507,8941,35,g2
3602,1388,98,g3
4138,9715,54,g3
182,9291,5,g2
3868,19906,2,g1
1050,19414,64,g2
710,11575,63,g2
4769,15704,57,g1
3705,18948,57,g1
4654,10450,17,g1
3383,5913,22,g3
2273,7037,95,g3
3584,4069,28,g3
1622,1742,22,g3
2701,4829,35,g3
2757,10987,69,g1
2259,18809,80,g1
2549,3895,81,g3
3930,17324,94,g1
221,19627,5,g2
4468,8539,33,g3
1417,8698,43,g2
4593,2086,43,g3
2618,17709,26,g1
1330,4324,99,g2
1233,18152,51,g2
1401,3936,41,g2
4134,8589,24,g3
2010,16557,73,g1
1605,1810,38,g3
3285,10319,38,g1
2016,15965,11,g1
3648,13957,10,g1
2857,977,2,g3
2056,9406,21,g2
278,10368,3,g2
996,19046,7,g2
1651,1008,13,g3
591,7819,83,g2
160,881,87,g2
1177,15787,13,g2
2995,2345,91,g3
4260,13062,15,g1
3783,10410,31,g1
685,5129,63,g2
4060,6204,75,g3
3870,2276,15,g3
634,16013,51,g2
3562,19168,18,g1
4111,15728,68,g1
3498,1744,11,g3
2255,1833,92,g3
1104,4169,4,g2
2599,18084,41,g1
426,18678,16,g2
4803,16079,71,g1
2806,18338,93,g1
101,2433,9,g2
1133,1246,83,g3
2581,9532,15,g3
224,7327,15,g2
1204,16697,41,g2
2799,1292,2,g3
1961,7427,22,g2
3020,18151,85,g1
228,10242,27,g2
537,6869,44,g2
4946,15300,99,g1
2648,19574,67,g1
3229,8374,23,g3
1321,17176,18,g2
1001,7364,74,g2
3268,4522,39,g3
4586,18532,45,g1
4018,11508,39,g1
1167,12602,61,g2
126,15842,17,g2
647,11610,11,g2
2768,5671,13,g3
666,10089,81,g2
803,18577,60,g2
4380,7210,11,g3
3240,17921,26,g1
1690,5959,5,g2
4794,15437,87,g1
905,10254,32,g2
3891,7548,79,g3
1457,9983,49,g2
3325,18045,11,g1
3718,17913,94,g1
2226,12949,56,g2
2560,15854,52,g1
645,1478,12,g2
2828,9209,71,g3
3834,16260,2,g1
2662,11523,63,g1
2179,17021,83,g1
2741,11645,57,g1
3214,14991,3,g1
2026,19339,44,g1
716,7892,65,g2
3744,11947,35,g1
1303,9087,22,g2
1859,10629,18,g2
2665,14407,39,g1
3274,5928,71,g3
3181,3089,15,g3
2730,3534,57,g3
3261,669,17,g3
4421,3739,35,g3
769,3915,23,g2
3268,11908,0,g1
2221,3984,0,g3
4178,18725,63,g1
4251,15423,61,g1
819,7344,35,g2
2700,19910,74,g1
3698,4465,17,g3
4769,7684,15,g3
766,5880,16,g2
383,18030,23,g2
4003,15785,97,g1
3665,611,67,g3
2334,16643,98,g1
4693,17476,78,g1
1565,7913,1,g2
229,15226,94,g2
4834,18122,72,g1
2160,6483,9,g3
3772,19678,52,g1
2594,10821,88,g1
1092,11561,50,g2
2221,4098,68,g3
2684,2026,13,g3
4296,8409,65,g3
2323,2469,81,g3
4622,9643,92,g3
3288,18386,52,g1
3337,12028,83,g1
4236,8801,63,g3
4624,2854,71,g3
443,5819,48,g2
4561,725,89,g3
4804,15020,61,g1
4923,3511,36,g3
2376,4626,48,g3
3301,1113,67,g3
988,14582,32,g2
2143,16982,21,g1
1441,5958,69,g2
3820,9502,32,g3
2983,3199,27,g3
4312,8017,87,g3
2515,1519,3,g3
1217,19909,65,g2
4363,16403,76,g1
3101,14198,48,g1
1838,16650,10,g2
1464,6078,34,g2
2808,7229,38,g3
4890,7461,9,g3
1024,11671,73,g2
251,14447,71,g2
685,17680,68,g2
1012,2457,22,g2
2421,19950,33,g1
595,13800,31,g2
3895,19564,15,g1
2248,4941,67,g3
656,13511,53,g2
1652,19832,27,g1
2220,1601,59,g3
3185,9729,77,g3
3604,14115,75,g1
256,15232,59,g2
834,12866,84,g2
4754,10470,79,g1
3376,13492,43,g1
254,1481,1,g2
1096,16630,22,g2
2394,19315,92,g1
4726,9066,45,g3
3005,6849,72,g3
4924,11228,53,g1
1277,8048,70,g2
253,18875,92,g2
4287,19812,80,g1
1816,3946,8,g3
3302,13320,69,g1
2957,19453,43,g1
886,3372,83,g2
4468,9868,73,g3
4372,1835,72,g3
3867,5913,11,g3
2978,16996,96,g1
742,13923,31,g2
4762,5794,33,g3
765,10537,82,g2
3526,2487,32,g3
3883,5329,63,g3
3801,18869,47,g1
1169,11934,15,g2
2449,15048,49,g1
4603,17136,22,g1
1312,9928,25,g2
1252,17507,53,g2
2611,3656,43,g3
243,11828,36,g2
2589,3889,8,g3
3328,9958,93,g3
4682,3445,12,g3
3305,9852,59,g3
4343,10986,79,g1
3242,9132,1,g3
3404,2592,94,g3
1457,19589,59,g2
2813,4259,56,g3
4285,5612,42,g3
1457,17437,18,g2
4394,5404,10,g3
4733,13758,77,g1
3292,1612,46,g3
400,3277,88,g2
823,16087,62,g2
3110,10525,6,g1
167,1814,78,g2
3936,14062,93,g1
4093,11804,30,g1
2606,7515,87,g3
1637,12617,54,g2
497,6210,24,g2
4815,13088,71,g1
3457,18106,29,g1
1263,15936,35,g2
4925,15696,49,g1
655,18589,13,g2
3761,17401,28,g1
1851,18104,26,g1
3041,3006,49,g3
2757,12572,35,g1
2895,16636,33,g1
2429,14843,20,g1
2059,5979,37,g3
1701,10934,74,g2
2893,3590,96,g3
1580,6997,78,g2
1202,15191,75,g2
3376,7493,87,g3
1399,1473,49,g3
3979,8757,36,g3
1635,6592,74,g2
177,3406,18,g2
2931,1070,0,g3
3510,12584,80,g1
2821,807,39,g3
3727,4242,54,g3
1632,9474,79,g2
337,1265,25,g2
2096,9464,42,g2
3527,8235,58,g3
377,16702,50,g2
3189,14931,14,g1
623,11877,7,g2
4375,13774,93,g1
4318,14797,13,g1
3222,8536,96,g3
4675,8096,6,g3
1897,17423,17,g1
2231,2549,11,g3
915,5175,1,g2
2794,2163,49,g3
542,6976,92,g2
3240,12528,20,g1
242,15577,6,g2
4387,7643,90,g3
1510,2410,11,g3
4573,1232,83,g3
634,5109,56,g2
1816,11634,77,g2
3464,4956,73,g3
1132,15012,22,g2
3442,3835,29,g3
1510,16045,57,g2
4600,13314,94,g1
1272,7556,51,g2
988,3253,55,g2
3438,1872,9,g3
4617,14734,18,g1
1741,10136,18,g2
571,3876,86,g2
3040,8981,58,g3
646,10757,43,g2
4826,16947,58,g1
3697,17213,95,g1
2925,5358,83,g3
3823,18847,3,g1
463,19972,96,g2
2266,17024,64,g1
3409,14119,12,g1
645,5039,66,g2
3340,19357,11,g1
4829,6094,92,g3
2036,4403,54,g3
1062,5864,60,g2
3105,949,94,g3
3906,5306,40,g3
982,1369,35,g2
3940,6579,1,g3
970,7807,21,g2
4711,4159,21,g3
3085,4102,40,g3
965,9084,94,g2
4409,19332,13,g1
3303,14885,92,g1
2997,11483,34,g1
2344,19837,49,g1
118,5631,8,g2
741,1858,95,g2
3183,17271,58,g1
429,14103,55,g2
965,16746,90,g2
873,17716,9,g2
4587,8941,24,g3
4832,10719,44,g1
2454,10220,96,g2
3438,18722,10,g1
3618,10052,8,g1
3042,11801,6,g1
2667,10015,70,g3
1774,1391,33,g3
2783,18189,82,g1
3480,15585,19,g1
839,4692,88,g2
1645,16628,4,g2
4664,19224,92,g1
2359,18677,54,g1
1235,10862,90,g2
973,17208,88,g2
4655,9677,14,g3
2400,7144,47,g3
851,5282,3,g2
953,10552,77,g2
3832,4398,80,g3
2383,17719,20,g1
1429,4654,79,g2
577,3278,89,g2
2826,14309,8,g1
3191,6909,65,g3
4330,13023,78,g1
4605,4813,34,g3
1369,8108,87,g2
4281,14217,50,g1
2703,12364,77,g1
1569,11714,36,g2
477,13376,5,g2
1780,18555,81,g1
341,1416,85,g2
1019,9825,81,g2
169,18720,50,g2
4024,19022,65,g1
2186,4507,95,g3
2107,18789,16,g1
900,3985,64,g2
2879,19616,8,g1
855,11461,12,g2
2095,18205,99,g1
1421,12408,57,g2
2430,3854,29,g3
209,14009,30,g2
1116,7601,22,g2
3965,5243,62,g3
124,9451,27,g2
2938,7514,58,g3
837,3912,9,g2
279,18241,88,g2
331,9640,99,g2
2017,10771,89,g2
442,18650,25,g2
4672,8719,76,g3
2723,7663,16,g3
554,2970,39,g2
4484,11230,67,g1
4725,17043,22,g1
2376,19776,34,g1
695,4613,74,g2
3974,13914,75,g1
4630,8249,8,g3
4597,12414,78,g1
2769,15507,44,g1
2235,12423,36,g2
4064,13542,68,g1
1665,18454,18,g2
408,13681,74,g2
442,12630,72,g2
535,3905,98,g2
276,11362,26,g2
238,15749,12,g2
293,13439,56,g2
3357,14467,59,g1
3335,6348,11,g3
1042,7317,8,g2
4720,18511,91,g1
3979,6643,76,g3
3213,15009,83,g1
3062,10558,76,g1
4936,8896,26,g3
1053,12271,89,g2
1402,5772,62,g2
3481,11866,92,g1
2980,15924,28,g1
2287,13928,21,g1
4987,16524,72,g1
645,4247,87,g2
2027,9797,18,g2
4252,2107,37,g3
104,16950,94,g2
3581,16035,38,g1
3353,8145,14,g3
1462,9970,53,g2
1920,4658,31,g3
2763,9505,45,g3
3038,17286,60,g1
1373,8425,92,g2
3426,14140,51,g1
3759,4666,33,g3
3045,19809,72,g1
3118,15576,34,g1
1231,19877,69,g2
4863,9778,36,g1
2736,1271,77,g3
3129,11940,60,g1
3119,8667,48,g3
4477,2056,8,g3
3259,11650,18,g1
353,1651,86,g2
428,18101,27,g2
2691,13034,79,g1
2930,8539,25,g3
3144,18926,37,g1
1520,15159,39,g2
3501,6803,24,g3
2992,19553,98,g1
754,18997,68,g2
859,3477,70,g2
1898,13041,22,g2
3071,922,88,g3
4611,12485,64,g1
3526,16974,21,g1
354,3872,63,g2
3923,16583,67,g1
1976,2442,57,g3
2857,10450,27,g1
2724,16782,77,g1
4221,16981,96,g1
3104,1979,67,g3
4616,5126,74,g3
3834,11277,95,g1
1344,5647,3,g2
1108,5943,0,g2
4414,579,25,g3
1610,6077,32,g2
2059,13401,80,g2
2608,2723,26,g3
4858,3069,41,g3
2782,10464,68,g1
1089,14268,70,g2
4384,18007,63,g1
354,16749,24,g2
4263,3123,71,g3
4811,1903,97,g3
4552,19462,3,g1
355,17215,11,g2
1107,7985,57,g2
1855,12300,94,g2
2671,17623,10,g1
4008,13298,58,g1
3097,5480,35,g3
2903,4378,21,g3
3865,2449,64,g3
4479,19012,49,g1
3483,19038,3,g1
198,18121,99,g2
296,10458,71,g2
2629,9197,88,g3
977,15993,91,g2
1968,10533,51,g2
2765,10086,99,g3
1488,756,99,g3
2515,2220,42,g3
669,13741,45,g2
2737,16734,3,g1
1165,7576,12,g2
521,1571,37,g2
2983,2122,44,g3
1304,2566,24,g2
644,9142,66,g2
4266,1397,54,g3
3739,8773,95,g3
1323,6281,38,g2
3272,14122,64,g1
867,13784,74,g2
3757,10899,1,g1
754,10383,68,g2
2546,9871,85,g3
320,19819,61,g2
3766,11207,45,g1
4377,8588,76,g3
4502,13640,86,g1
2669,17345,30,g1
1113,11593,98,g2
2151,17000,34,g1
4085,6285,44,g3
4999,7007,76,g3
4410,6330,53,g3
3119,5061,70,g3
3781,15019,68,g1
1543,1159,28,g3
4296,19006,71,g1
3110,12035,7,g1
672,14502,53,g2
1432,18470,6,g2
4853,5182,82,g3
4102,16202,22,g1
3234,11439,99,g1
4186,9326,31,g3
325,19766,61,g2
4300,5749,44,g3
2097,19695,67,g1
871,13145,29,g2
4624,18768,38,g1
533,10210,4,g2
3199,9313,66,g3
2829,13269,21,g1
3507,14661,27,g1
3240,10229,21,g1
965,16180,85,g2
2893,16647,97,g1
3011,10762,28,g1
2515,2865,42,g3
350,13695,41,g2
3857,11537,59,g1
4756,11730,76,g1
1018,17738,70,g2
1273,16052,73,g2
3303,3228,91,g3
532,17799,67,g2
935,15977,58,g2
2346,5438,95,g3
2362,631,85,g3
997,793,83,g2
3732,15227,83,g1
4667,10988,5,g1
3915,7346,72,g3
346,8084,27,g2
2529,17170,76,g1
1090,9141,30,g2
3410,11932,38,g1
1026,11395,49,g2
3538,5803,77,g3
2707,8944,85,g3
1174,10111,36,g2
4122,11028,87,g1
3899,18119,71,g1
4884,1499,14,g3
3251,4260,50,g3
3538,4616,69,g3
4673,4911,22,g3
3591,10862,24,g1
806,11613,94,g2
3164,4183,45,g3
853,19145,92,g2
687,15482,22,g2
1434,2353,9,g3
1947,13579,72,g2
4034,7395,76,g3
4026,19874,31,g1
3417,13435,50,g1
4120,13052,40,g1
3255,16553,64,g1
4402,1362,64,g3
2298,5027,39,g3
264,12747,17,g2
2098,18103,35,g1
3157,4295,30,g3
2184,13296,53,g2
4528,13234,62,g1
502,1027,0,g2
513,3422,51,g2
144,6349,99,g2
4257,18046,56,g1
2567,13456,8,g1
967,17730,85,g2
118,7459,91,g2
464,3586,89,g2
3932,10462,73,g1
679,15919,55,g2
645,3823,46,g2
4250,945,2,g3
4973,17909,1,g1
3139,10463,53,g1
4237,18243,36,g1
4144,15937,55,g1
4426,17355,30,g1
552,16911,96,g2
4061,11347,95,g1
1481,3736,11,g2
1567,13987,57,g2
2838,12348,66,g1
1316,13655,25,g2
980,11755,77,g2
3914,2479,11,g3
3249,9507,89,g3
184,2826,15,g2
4244,2830,52,g3
1268,1502,71,g3
4264,10234,48,g1
3229,6948,48,g3
3745,7337,91,g3
2626,12896,6,g1
2967,7854,14,g3
3616,14751,35,g1
3467,3029,71,g3
2294,13709,73,g1
3655,18314,14,g1
545,4412,61,g2
3726,18416,17,g1
4116,18776,45,g1
3975,11816,60,g1
3437,1921,42,g3
361,14010,43,g2
1948,19702,98,g1
4125,11652,65,g1
2366,6117,54,g3
191,1695,85,g2
4322,6729,78,g3
4275,5805,38,g3
3409,8577,99,g3
1082,16380,4,g2
3543,9845,56,g3
2633,17726,14,g1
793,5700,90,g2
4220,10374,15,g1
255,794,56,g2
3688,6597,99,g3
1912,6912,81,g2
4214,9336,98,g3
1507,12325,24,g2
1316,7178,21,g2
1510,16235,30,g2
3597,6243,33,g3
4472,16994,86,g1
4940,9275,15,g3
651,11917,69,g2
3494,10178,58,g1
1276,5364,14,g2
4834,13967,81,g1
4432,2148,12,g3
1097,16177,23,g2
4176,16418,12,g1
2831,2881,64,g3
4037,16989,35,g1
4152,12245,48,g1
472,6318,81,g2
2348,10386,47,g2
948,881,96,g2
2656,4856,42,g3
2422,6418,5,g3
603,1816,80,g2
3289,5954,67,g3
802,13607,13,g2
3725,4574,29,g3
414,15311,83,g2
2476,17790,7,g1
1140,8121,53,g2
4478,17546,65,g1
3090,16626,3,g1
357,9154,73,g2
674,13372,83,g2
4769,17826,59,g1
1652,15451,52,g2
4618,8849,98,g3
857,18210,73,g2
2910,11409,91,g1
1204,11260,14,g2
4624,12084,99,g1
3559,2606,0,g3
4092,14169,21,g1
303,3438,90,g2
2875,2983,92,g3
2432,1875,14,g3
2092,10515,73,g2
2343,17128,83,g1
406,19232,21,g2
1787,15560,49,g2
4209,17363,47,g1
1960,11154,72,g2
2061,18819,50,g1
822,14753,95,g2
879,12065,16,g2
628,587,82,g2
4993,9932,90,g1
443,9264,50,g2
3886,678,36,g3
3782,17046,97,g1
308,3140,48,g2
4836,9697,58,g3
3506,19232,9,g1
